No.,Party Code,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 2509,KW01124,SATGURU TRADERS,VS,5272,06/05/2026,5,1,Rolls,NIMBO,Spike,Grey,2ft,12m,78.76,₹29.00,₹29.00,₹0,₹0,"₹2,284","₹2,695",yes,08/05/2026,,433,10 May 26,,Dispatched,5,,,
2510,KW01124,SATGURU TRADERS,VS,5272,06/05/2026,6,1,Rolls,NIMBO,Spike,Red,2ft,12m,78.76,₹29.00,₹29.00,₹0,₹0,"₹2,284","₹2,695",yes,08/05/2026,,433,10 May 26,,Dispatched,5,,,
2511,KW01124,SATGURU TRADERS,VS,5272,06/05/2026,7,1,Rolls,NIMBO,Spike,Black,4ft,12m,157.52,₹29.00,₹29.00,₹0,₹0,"₹4,568","₹5,390",yes,08/05/2026,,433,10 May 26,,Dispatched,5,,,
2512,KW01124,SATGURU TRADERS,VS,5272,06/05/2026,8,1,Rolls,NIMBO,Spike,P.Green,4ft,12m,157.52,₹29.00,₹29.00,₹0,₹0,"₹4,568","₹5,390",yes,08/05/2026,,433,10 May 26,,Dispatched,5,,,
2513,KW01124,SATGURU TRADERS,VS,5272,06/05/2026,9,50,Foot Mat,TEFNO - 600,S-Mat,Single Mixed,16in,24in,1,₹88.00,₹88.00,₹0,₹0,"₹4,400","₹5,192",yes,08/05/2026,,433,10 May 26,,Dispatched,5,,,
2514,KW01124,SATGURU TRADERS,VS,5272,06/05/2026,10,50,Foot Mat,TEFNO - 600,S-Mat,Single Mixed,18in,30in,1,₹125.00,₹125.00,₹0,₹0,"₹6,250","₹7,375",yes,08/05/2026,,433,10 May 26,,Dispatched,5,,,
2515,KQ01631,SAVI ENTERPRISES,AR,5273,06/05/2026,1,1,Rolls,STRATO,Spike,P.Green,4ft,10m,131.26,₹40.00,₹40.00,₹300,₹0,"₹5,550","₹6,549",,,,,31 May 26,,Pending,5,,,
2516,MY01494,H B TRADERS (Big Sale),AR,5274,06/05/2026,1,20,WIRE,WIRE,WIRE,Black,4ft,15m,193.68,₹26.00,₹26.00,₹0,₹0,"₹100,714","₹105,749",yes,08/05/2026,,412,9 May 26,,Dispatched,5,,,
2517,KW01124,SATGURU TRADERS,VS,5275,06/05/2026,1,1,Grass,35mm,Single Backing,Grass,2ft,25m,161.46,₹14.00,₹14.00,₹0,₹0,"₹2,260","₹2,373",yes,08/05/2026,,433,10 May 26,,Dispatched,5,,,
2518,KW01124,SATGURU TRADERS,VS,5275,06/05/2026,2,1,Grass,40mm,Double Backing,Grass,2ft,25m,161.46,₹25.00,₹25.00,₹0,₹0,"₹4,037","₹4,238",yes,08/05/2026,,433,10 May 26,,Dispatched,5,,,
2519,JX01089,BHATIA TEXTILE,AR,5276,06/05/2026,1,1,Grass,35mm,Grass,Grass,2ft,25m,161.46,₹21.00,₹21.00,₹200,₹0,"₹3,591","₹4,237",,,,,31 May 26,,Pending,5,,,
2520,JX01089,BHATIA TEXTILE,AR,5276,06/05/2026,2,2,Rolls,ALTO,Spike,P.Green,2ft,12m,78.76,₹28.50,₹28.50,₹0,₹0,"₹4,489","₹5,297",,,,,31 May 26,,Pending,5,,,
2521,ZM01266,AARAMDEHI,AR,5277,06/05/2026,1,1,S-Mat,TEFNO - 400,S-Mat,Red-Black,2ft,15m,98.45,₹25.00,₹25.00,₹0,₹0,"₹2,461","₹2,904",yes,10/05/2026,,430,10 May 26,,Dispatched,5,,,
2522,ZM01266,AARAMDEHI,AR,5277,06/05/2026,2,1,S-Mat,TEFNO - 400,S-Mat,Green-Black,2ft,15m,98.45,₹25.00,₹25.00,₹0,₹0,"₹2,461","₹2,904",yes,10/05/2026,,430,10 May 26,,Dispatched,5,,,
2523,ZM01266,AARAMDEHI,AR,5277,06/05/2026,3,1,S-Mat,TEFNO - 400,S-Mat,P.Green,2ft,15m,98.45,₹25.00,₹25.00,₹0,₹0,"₹2,461","₹2,904",yes,10/05/2026,,430,10 May 26,,Dispatched,5,,,
2524,ZM01266,AARAMDEHI,AR,5277,06/05/2026,4,1,S-Mat,TEFNO - 400,S-Mat,Brown,2ft,15m,98.45,₹25.00,₹25.00,₹0,₹0,"₹2,461","₹2,904",yes,10/05/2026,,430,10 May 26,,Dispatched,5,,,
2525,BX0159,PRINCE SEAT CO.,AR,5278,06/05/2026,1,2,Rolls,ALTO,Spike,Black,4ft,12m,157.52,₹25.75,₹25.75,₹0,₹0,"₹8,112","₹9,572",yes,06/05/2026,,371,6 May 26,,Dispatched,5,,,
2526,BX0159,PRINCE SEAT CO.,AR,5278,06/05/2026,2,2,Rolls,ALTO,Spike,Light Grey-Black,4ft,12m,157.52,₹25.75,₹25.75,₹0,₹0,"₹8,112","₹9,572",yes,06/05/2026,,371,6 May 26,,Dispatched,5,,,
2527,BX0159,PRINCE SEAT CO.,AR,5278,06/05/2026,3,1,Rolls,ALTO,Spike,Beige-Brown,4ft,12m,157.52,₹25.75,₹25.75,₹0,₹0,"₹4,056","₹4,786",yes,06/05/2026,,371,6 May 26,,Dispatched,5,,,
2528,BX0159,PRINCE SEAT CO.,AR,5278,06/05/2026,4,7,Rolls,NIMBO,Spike,Black,4ft,12m,157.52,₹28.75,₹28.75,₹0,₹0,"₹31,701","₹37,407",yes,06/05/2026,,371,6 May 26,,Dispatched,5,,,
2529,BX0159,PRINCE SEAT CO.,AR,5278,06/05/2026,5,5,Rolls,NIMBO,Spike,Light Grey-Black,4ft,12m,157.52,₹28.75,₹28.75,₹0,₹0,"₹22,644","₹26,719",yes,06/05/2026,,371,6 May 26,,Dispatched,5,,,
2530,BX0159,PRINCE SEAT CO.,AR,5278,06/05/2026,6,3,Rolls,NIMBO,Spike,Beige-Brown,4ft,12m,157.52,₹28.75,₹28.75,₹0,₹0,"₹13,586","₹16,032",yes,06/05/2026,,371,6 May 26,,Dispatched,5,,,
2531,FU01,SUNNY SYNTHETIC,YA,5279,06/05/2026,1,2,Turf,Kappa Turf,Turf,Grey,2ft,15m,96.84,₹21.00,₹21.00,₹0,₹0,"₹4,067","₹4,799",yes,06/05/2026,,372,6 May 26,,Dispatched,5,,,
2532,FU01,SUNNY SYNTHETIC,YA,5279,06/05/2026,2,2,Turf,Kappa Turf,Turf,Brown,2ft,15m,96.84,₹21.00,₹21.00,₹0,₹0,"₹4,067","₹4,799",yes,06/05/2026,,372,6 May 26,,Dispatched,5,,,
2533,FU01,SUNNY SYNTHETIC,YA,5279,06/05/2026,3,4,Turf,Kappa Turf,Turf,P.Green,2ft,15m,96.84,₹21.00,₹21.00,₹0,₹0,"₹8,135","₹9,599",yes,06/05/2026,,372,6 May 26,,Dispatched,5,,,
2534,MX02,K.B. International,YA,5280,06/05/2026,1,15,S-Mat,TEFNO - 400,S-Mat,P.Green,2ft,15m,98.45,₹24.00,₹0.00,₹0,"₹35,442",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2535,MX02,K.B. International,YA,5280,06/05/2026,2,10,S-Mat,TEFNO - 400,S-Mat,D.Grey,2ft,15m,98.45,₹24.00,₹0.00,₹0,"₹23,628",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2536,MX02,K.B. International,YA,5280,06/05/2026,3,5,S-Mat,TEFNO - 400,S-Mat,Red,2ft,15m,98.45,₹24.00,₹0.00,₹0,"₹11,814",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2537,MX02,K.B. International,YA,5280,06/05/2026,4,5,S-Mat,TEFNO - 400,S-Mat,Blue,2ft,15m,98.45,₹24.00,₹0.00,₹0,"₹11,814",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2538,MX02,K.B. International,YA,5280,06/05/2026,5,3,S-Mat,TEFNO - 400,S-Mat,Beige-Brown,2ft,15m,98.45,₹24.00,₹0.00,₹0,"₹7,088",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2539,MX02,K.B. International,YA,5280,06/05/2026,6,4,S-Mat,TEFNO - 400,S-Mat,Red,4ft,15m,196.9,₹24.00,₹0.00,₹0,"₹18,902",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2540,MX02,K.B. International,YA,5280,06/05/2026,7,5,S-Mat,TEFNO - 400,S-Mat,P.Green,4ft,15m,196.9,₹24.00,₹0.00,₹0,"₹23,628",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2541,MX02,K.B. International,YA,5280,06/05/2026,8,3,S-Mat,TEFNO - 400,S-Mat,Dark-Grey,4ft,15m,196.9,₹24.00,₹0.00,₹0,"₹14,177",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2542,MX02,K.B. International,YA,5280,06/05/2026,9,2,S-Mat,TEFNO - 400,S-Mat,L.Grey,4ft,15m,196.9,₹24.00,₹0.00,₹0,"₹9,451",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2543,MX02,K.B. International,YA,5280,06/05/2026,10,2,S-Mat,TEFNO - 400,S-Mat,Black,4ft,15m,196.9,₹24.00,₹0.00,₹0,"₹9,451",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2544,MX02,K.B. International,YA,5280,06/05/2026,11,15,Rolls,ALTO,Spike,P.Green,2ft,12m,78.76,₹21.50,₹0.00,₹0,"₹25,400",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2545,MX02,K.B. International,YA,5280,06/05/2026,12,3,Rolls,ALTO,Spike,Green-Black,2ft,12m,78.76,₹21.50,₹0.00,₹0,"₹5,080",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2546,MX02,K.B. International,YA,5280,06/05/2026,13,2,Rolls,ALTO,Spike,Red-Black,2ft,12m,78.76,₹21.50,₹0.00,₹0,"₹3,387",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2547,MX02,K.B. International,YA,5280,06/05/2026,14,10,Rolls,ALTO,Spike,Grey,2ft,12m,78.76,₹21.50,₹0.00,₹0,"₹16,933",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2548,MX02,K.B. International,YA,5280,06/05/2026,15,3,Rolls,ALTO,Spike,P.Green,4ft,12m,157.52,₹21.50,₹0.00,₹0,"₹10,160",₹0,₹0,yes,06/05/2026,,Net,6 May 26,,Dispatched,5,,,
2549,MX02,K.B. International,YA,5280,06/05/2026,16,5,Turf,Kappa Turf,Turf,P.Green,2ft,15m,96.84,₹20.00,₹0.00,₹0,"₹9,684",₹0,₹0,yes,06/05/2026,,Net,7 May 26,,Dispatched,5,,,
2550,MX02,K.B. International,YA,5280,06/05/2026,17,2,Turf,Kappa Turf,Turf,P.Green,4ft,15m,193.68,₹20.00,₹0.00,₹0,"₹7,747",₹0,₹0,yes,06/05/2026,,Net,7 May 26,,Dispatched,5,,,
2551,VZ01168,LIMRA TRADERS,AR,5281,06/05/2026,1,2,S-Mat,TEFNO - 400,S-Mat,Black,4ft,15m,196.9,₹26.00,₹26.00,₹0,₹0,"₹10,239","₹12,082",yes,06/05/2026,,374,6 May 26,,Dispatched,5,,,
2552,VZ01168,LIMRA TRADERS,AR,5281,06/05/2026,2,7,Rolls,NIMBO,Spike,Grey,4ft,12m,157.52,₹28.50,₹28.50,₹0,₹0,"₹31,425","₹37,082",yes,06/05/2026,,374,6 May 26,,Dispatched,5,,,
2553,YE01118,ROYAL TRADING,AR,5282,06/05/2026,1,5,Rolls,ALTO,Spike,Red,4ft,12m,157.52,₹28.00,₹28.00,₹0,₹0,"₹22,053","₹26,022",yes,08/05/2026,,409,8 May 26,,Dispatched,5,,,
2554,YE01118,ROYAL TRADING,AR,5282,06/05/2026,2,2,Rolls,ALTO,Spike,P.Green,4ft,12m,157.52,₹28.00,₹28.00,₹0,₹0,"₹8,821","₹10,409",yes,08/05/2026,,409,8 May 26,,Dispatched,5,,,
2555,YE01118,ROYAL TRADING,AR,5282,06/05/2026,3,1,Turf,Kappa Turf,Turf,P.Green,4ft,15m,193.68,₹23.00,₹23.00,₹0,₹0,"₹4,455","₹5,256",yes,08/05/2026,,409,8 May 26,,Dispatched,5,,,
2556,GG038,GAURAV & BROTHERS,SPM,5283,06/05/2026,8,10,Turf,Kappa Turf,Turf,P.Green,4ft,15m,193.68,₹23.50,₹23.50,₹0,₹0,"₹45,515","₹53,707",,,,repeat,repeat,,Repeat,#VALUE!,,,
2557,GG038,GAURAV & BROTHERS,SPM,5283,06/05/2026,8,20,Turf,Kappa Turf,Turf,P.Green,2ft,15m,96.84,₹23.50,₹23.50,₹0,₹0,"₹45,515","₹53,707",,,,repeat,repeat,,Repeat,#VALUE!,,,
2558,GG038,GAURAV & BROTHERS,SPM,5283,06/05/2026,8,2,Turf,Kappa Turf,Turf,P.Green,1mtr,15m,161.46,₹23.50,₹23.50,₹0,₹0,"₹7,589","₹8,955",,,,repeat,repeat,,Repeat,#VALUE!,,,
2559,MX02,K.B. International,YA,5284,06/05/2026,1,1,Rolls,ALTO,Spike,P.Green,4ft,12m,157.52,₹28.00,₹0.00,₹0,"₹4,411",₹0,₹0,yes,06/05/2026,,Net,7 May 26,,Dispatched,5,,,
2560,MX02,K.B. International,YA,5284,06/05/2026,2,1,Rolls,CIRRO,Spike,Red,2ft,12m,78.76,₹33.00,₹0.00,₹0,"₹2,599",₹0,₹0,yes,06/05/2026,,Net,7 May 26,,Dispatched,5,,,
2561,GG038,GAURAV & BROTHERS,SPM,5285,06/05/2026,1,10,Turf,Kappa Turf,Turf,P.Green,4ft,15m,193.68,₹23.50,₹23.50,₹0,₹0,"₹45,515","₹53,707",yes,06/05/2026,,378,7 May 26,,Dispatched,5,,,
2562,GG038,GAURAV & BROTHERS,SPM,5285,06/05/2026,2,20,Turf,Kappa Turf,Turf,P.Green,2ft,15m,96.84,₹23.50,₹23.50,₹0,₹0,"₹45,515","₹53,707",yes,06/05/2026,,378,7 May 26,,Dispatched,5,,,
2563,GG038,GAURAV & BROTHERS,SPM,5285,06/05/2026,3,2,Turf,Kappa Turf,Turf,P.Green,1mtr,15m,161.46,₹23.50,₹23.50,₹0,₹0,"₹7,589","₹8,955",yes,06/05/2026,,378,7 May 26,,Dispatched,5,,,
2564,SS0780,KALRA HOME FURNISHING,AA,5286,06/05/2026,1,4,S-Mat,TEFNO - 600,S-Mat,Red,4ft,15m,196.9,₹30.00,₹30.00,₹0,₹0,"₹23,628","₹27,881",yes,06/05/2026,,380,7 May 26,,Dispatched,5,,,
2565,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,1,5,S-Mat,TEFNO - 400,S-Mat,L.Grey,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹25,105","₹29,624",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2566,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,2,2,S-Mat,TEFNO - 400,S-Mat,Blue,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹10,042","₹11,849",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2567,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,3,5,S-Mat,TEFNO - 400,S-Mat,Red,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹25,105","₹29,624",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2568,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,4,3,S-Mat,TEFNO - 400,S-Mat,P.Green,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹15,063","₹17,774",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2569,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,5,7,S-Mat,TEFNO - 400,S-Mat,L.Grey,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹35,147","₹41,473",,07/05/2026,,repeat,repeat,,Repeat,#VALUE!,,,
2570,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,6,6,S-Mat,TEFNO - 400,S-Mat,Red,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹30,126","₹35,548",,07/05/2026,,repeat,repeat,,Repeat,#VALUE!,,,
2571,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,7,3,S-Mat,TEFNO - 400,S-Mat,Blue,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹15,063","₹17,774",yes,07/05/2026,,389,7 May 26,,Dispatched,5,,,
2572,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,8,4,S-Mat,TEFNO - 400,S-Mat,P.Green,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹20,084","₹23,699",yes,07/05/2026,,389,7 May 26,,Dispatched,5,,,
2573,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,9,7,S-Mat,TEFNO - 400,S-Mat,L.Grey,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹35,147","₹41,473",yes,07/05/2026,,389,7 May 26,,Dispatched,5,,,
2574,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,10,6,S-Mat,TEFNO - 400,S-Mat,Red,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹30,126","₹35,548",yes,07/05/2026,,389,7 May 26,,Dispatched,5,,,
2575,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,11,3,S-Mat,TEFNO - 400,S-Mat,Blue,2ft,15m,98.45,₹25.50,₹25.50,₹0,₹0,"₹7,531","₹8,887",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2576,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,12,4,S-Mat,TEFNO - 400,S-Mat,P.Green,2ft,15m,98.45,₹25.50,₹25.50,₹0,₹0,"₹10,042","₹11,849",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2577,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,13,5,S-Mat,TEFNO - 400,S-Mat,Beige-Brown,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹25,105","₹29,624",yes,07/05/2026,,381,7 May 26,,Dispatched,5,,,
2578,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,14,5,S-Mat,TEFNO - 400,S-Mat,Grey-Black,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹25,105","₹29,624",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2579,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,15,5,S-Mat,TEFNO - 400,S-Mat,Red-Black,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹25,105","₹29,624",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2580,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,16,4,S-Mat,TEFNO - 400,S-Mat,Blue-Black,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹20,084","₹23,699",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2581,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,17,10,S-Mat,TEFNO - 400,S-Mat,Beige-Brown,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹50,210","₹59,247",yes,07/05/2026,,389,7 May 26,,Dispatched,5,,,
2582,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,18,12,S-Mat,TEFNO - 400,S-Mat,Grey-Black,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹60,251","₹71,097",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2583,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,19,4,S-Mat,TEFNO - 400,S-Mat,Red-Black,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹20,084","₹23,699",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2584,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,20,4,S-Mat,TEFNO - 400,S-Mat,Blue-Black,4ft,15m,196.9,₹25.50,₹25.50,₹0,₹0,"₹20,084","₹23,699",yes,07/05/2026,,382,7 May 26,,Dispatched,5,,,
2585,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,21,15,S-Mat,TEFNO - 400,S-Mat,Beige-Brown,2ft,15m,98.45,₹25.50,₹25.50,₹0,₹0,"₹37,657","₹44,435",yes,07/05/2026,,381,7 May 26,,Dispatched,5,,,
2586,FU01,SUNNY SYNTHETIC,YA,5287,07/05/2026,22,15,S-Mat,TEFNO - 400,S-Mat,Grey-Black,2ft,15m,98.45,₹25.50,₹25.50,₹0,₹0,"₹37,657","₹44,435",yes,07/05/2026,,381,7 May 26,,Dispatched,5,,,
2587,MX02,K.B. International,YA,5288,07/05/2026,1,6,Rolls,CIRRO,Spike,P.Green,2ft,12m,78.76,₹30.00,₹0.00,₹0,"₹14,177",₹0,₹0,yes,07/05/2026,,Net,7 May 26,,Dispatched,5,,,
2588,MX02,K.B. International,YA,5288,07/05/2026,2,5,Rolls,CIRRO,Spike,Red,2ft,12m,78.76,₹30.00,₹0.00,₹0,"₹11,814",₹0,₹0,yes,07/05/2026,,Net,7 May 26,,Dispatched,5,,,
2589,,S SINGHAL TRADERS,VS,5289,07/05/2026,1,3,S-Mat,TEFNO - 400,S-Mat,Dark-Grey,2ft,15m,98.45,₹25.00,₹25.00,₹0,₹0,"₹7,384","₹8,713",yes,07/05/2026,,388,7 May 26,,Dispatched,5,,,
2590,,S SINGHAL TRADERS,VS,5289,07/05/2026,2,5,S-Mat,TEFNO - 400,S-Mat,Grey-Black,2ft,15m,98.45,₹25.00,₹25.00,₹0,₹0,"₹12,306","₹14,521",yes,07/05/2026,,388,7 May 26,,Dispatched,5,,,
2591,,S SINGHAL TRADERS,VS,5289,07/05/2026,3,4,S-Mat,TEFNO - 400,S-Mat,Beige-Brown,2ft,15m,98.45,₹25.00,₹25.00,₹0,₹0,"₹9,845","₹11,617",yes,07/05/2026,,388,7 May 26,,Dispatched,5,,,
2592,,S SINGHAL TRADERS,VS,5289,07/05/2026,4,2,S-Mat,TEFNO - 400,S-Mat,P.Green,2ft,15m,98.45,₹25.00,₹25.00,₹0,₹0,"₹4,923","₹5,809",yes,07/05/2026,,388,7 May 26,,Dispatched,5,,,
2593,JK068,JAI GANESH HANDLOOM HAVELI,AR,5290,07/05/2026,1,2,Rolls,NIMBO,Spike,Green-Black,4ft,12m,157.52,₹28.75,₹28.75,₹0,₹0,"₹9,057","₹10,688",yes,07/05/2026,,393,8 May 26,,Dispatched,5,,,
2594,MH01491,MEHTAB ALI & BROTHERS,AR,5291,07/05/2026,1,2,Rolls,ALTO,Spike,P.Green,2ft,12m,78.76,₹29.00,₹29.00,₹200,₹0,"₹4,768","₹5,626",yes,08/05/2026,,417,9 May 26,,Dispatched,5,,,
2595,MH01491,MEHTAB ALI & BROTHERS,AR,5291,07/05/2026,2,4,Rolls,ALTO,Spike,Grey,2ft,12m,78.76,₹29.00,₹29.00,₹0,₹0,"₹9,136","₹10,781",yes,08/05/2026,,417,9 May 26,,Dispatched,5,,,
2596,KO056,ACCURATE ACCESSORIES,SPM,5292,07/05/2026,1,20,Rolls,NIMBO,Spike,Light Grey-Black,4ft,12m,157.52,₹30.00,₹0.00,₹0,"₹94,512",₹0,₹0,yes,07/05/2026,,Net,7 May 26,,Dispatched,5,,,
2597,KO056,ACCURATE ACCESSORIES,SPM,5292,07/05/2026,2,20,Rolls,NIMBO,Spike,Black,4ft,12m,157.52,₹30.00,₹0.00,₹0,"₹94,512",₹0,₹0,yes,07/05/2026,,Net,7 May 26,,Dispatched,5,,,
2598,KO056,ACCURATE ACCESSORIES,SPM,5292,07/05/2026,3,10,Rolls,NIMBO,Spike,Beige-Brown,4ft,12m,157.52,₹30.00,₹0.00,₹0,"₹47,256",₹0,₹0,yes,07/05/2026,,Net,7 May 26,,Dispatched,5,,,
2599,,V P BHANDARI,VS,5293,07/05/2026,1,2,Rolls,ALTO,Diamond,Red,2ft,15m,98.45,₹27.60,₹27.60,₹0,₹0,"₹5,434","₹6,413",yes,07/05/2026,,386,7 May 26,,Dispatched,5,,,
2600,,V P BHANDARI,VS,5293,07/05/2026,2,2,Rolls,ALTO,Diamond,P.Green,2ft,15m,98.45,₹27.60,₹27.60,₹0,₹0,"₹5,434","₹6,413",yes,07/05/2026,,386,7 May 26,,Dispatched,5,,,
2601,,V P BHANDARI,VS,5293,07/05/2026,3,2,S-Mat,TEFNO - 400,S-Mat,P.Green,2ft,15m,98.45,₹27.00,₹27.00,₹0,₹0,"₹5,316","₹6,273",yes,07/05/2026,,386,7 May 26,,Dispatched,5,,,
2602,,V P BHANDARI,VS,5293,07/05/2026,4,2,S-Mat,TEFNO - 400,S-Mat,Red,2ft,15m,98.45,₹27.00,₹27.00,₹0,₹0,"₹5,316","₹6,273",yes,07/05/2026,,386,7 May 26,,Dispatched,5,,,
2603,QX01532,SUMEET CLOTH STORES,SK,5294,07/05/2026,1,4,S-Mat,TEFNO - 400,S-Mat,P.Green,2ft,15m,98.45,₹25.00,₹25.00,₹0,₹0,"₹9,845","₹11,617",,,,,31 May 26,,Pending,5,,,
